Order ID,Final Product Name,ReXI Fiber Required To Make Final Product,Individual_FibreQuantity,Total_FibreQuantity,PercentageOfTotal,Forecast_Units_Per_Product_of_10000,Individual_Forecast_FibreQuality_of_10000_Product,Total_Forecast_Fibre_For_All_Products
20250,Soft-Madame-22 Inches-Burgundy,Rexi-straight-hair-24 Inches-Burgundy,1.5,4081.25,0.04,4,6,16496
20250,Retro-Flair-12 Inches-Black,Rexi-straight-hair-18 Inches-Black,3,4081.25,0.07,7,21,16496
20251,Cosmo-Chic-20 Inches-Black,Rexi-straight-hair-24 Inches-Black,1.5,4081.25,0.04,4,6,16496
20251,Dreamy-Halo-22 Inches-Natural-Color-Highlights-Honey-Blonde,Rexi-straight-hair-24 Inches-Natural-Color,1.5,4081.25,0.04,4,6,16496
20252,Cosmo-Chic-20 Inches-Black,Rexi-straight-hair-24 Inches-Black,1.5,4081.25,0.04,4,6,16496
20253,Soft-Girl-10 Inches-Black,Rexi-straight-hair-18 Inches-Black,1.5,4081.25,0.04,4,6,16496
20254,Soft-Madame-22 Inches-Black,Rexi-straight-hair-24 Inches-Black,1.5,4081.25,0.04,4,6,16496
20255,Dreamy-Halo-22 Inches-Natural-Color-Highlights-Honey-Blonde,Rexi-straight-hair-24 Inches-Natural-Color,1.5,4081.25,0.04,4,6,16496
20256,Cherry-Locks-18 Inches-Black,Rexi-straight-hair-20 Inches-Black,1.75,4081.25,0.04,4,7,16496
20256,Mother-12 Inches-Chocolate,Rexi-straight-hair-18 Inches-Chocolate,1.75,4081.25,0.04,4,7,16496
20257,Urban-Wonder-12 Inches-Black,Rexi-straight-hair-18 Inches-Black,1,4081.25,0.02,2,2,16496
20257,Sleek-Charmer-24 Inches-Black,Rexi-straight-hair-24 Inches-Black,1,4081.25,0.02,2,2,16496
20258,Dreamy-Halo-22 Inches-Natural-Color-Highlights-Honey-Blonde,Rexi-straight-hair-24 Inches-Natural-Color,1.5,4081.25,0.04,4,6,16496
20259,Soft-Girl-10 Inches-Black,Rexi-straight-hair-18 Inches-Black,1.5,4081.25,0.04,4,6,16496
20261,Pop-Princess-22 Inches-Black,Rexi-straight-hair-24 Inches-Black,1.5,4081.25,0.04,4,6,16496
20262,Midnight-Muse-22 Inches-Natural-Color,Rexi-straight-hair-24 Inches-Natural-Color,1.25,4081.25,0.03,3,3.75,16496
20262,Soft-Girl-12 Inches-Honey-Blonde,Rexi-straight-hair-18 Inches-Honey-Blonde,1.5,4081.25,0.04,4,6,16496
20263,Soft-Girl-10 Inches-Black,Rexi-straight-hair-18 Inches-Black,1.5,4081.25,0.04,4,6,16496
20264,Sweet-Siren-22 Inches-Black,Rexi-straight-hair-24 Inches-Black,1.5,4081.25,0.04,4,6,16496
20264,Cosmo-Chic-20 Inches-Black,Rexi-straight-hair-24 Inches-Black,1.5,4081.25,0.04,4,6,16496
20265,Soft-Madame-22 Inches-Natural-Color,Rexi-straight-hair-24 Inches-Natural-Color,1.5,4081.25,0.04,4,6,16496
20266,Sleek-Charmer-18 Inches-Natural-Color,Rexi-straight-hair-18 Inches-Natural-Color,1,4081.25,0.02,2,2,16496
20268,Soft-Girl-12 Inches-Black,Rexi-straight-hair-18 Inches-Black,1.5,4081.25,0.04,4,6,16496
20269,Urban-Wonder-12 Inches-Black,Rexi-straight-hair-18 Inches-Black,1,4081.25,0.02,2,2,16496
20269,Sleek-Charmer-24 Inches-Black,Rexi-straight-hair-24 Inches-Black,1,4081.25,0.02,2,2,16496
20270,Soft-Madame-22 Inches-Natural-Color,Rexi-straight-hair-24 Inches-Natural-Color,1.5,4081.25,0.04,4,6,16496
20270,Cosmo-Chic-20 Inches-Black,Rexi-straight-hair-24 Inches-Black,1.5,4081.25,0.04,4,6,16496
20271,Fine-Fox-12 Inches-Black,Rexi-straight-hair-18 Inches-Black,1.5,4081.25,0.04,4,6,16496
20271,Soft-Madame-22 Inches-Burgundy,Rexi-straight-hair-24 Inches-Burgundy,1.5,4081.25,0.04,4,6,16496
20271,Dreamy-Halo-22 Inches-Natural-Color-Highlights-Honey-Blonde,Rexi-straight-hair-24 Inches-Natural-Color,1.5,4081.25,0.04,4,6,16496
20271,Sweet-Siren-22 Inches-Dark-Cherry,Rexi-straight-hair-24 Inches-Dark-Cherry,1.5,4081.25,0.04,4,6,16496
20271,Virgo-Aura-20 Inches-Ginger,Rexi-straight-hair-26 Inches-Ginger,4,4081.25,0.1,10,40,16496
20271,Spicy-Icon-12 Inches-Black-Highlights-Burgundy,Rexi-straight-hair-18 Inches-Black,2,4081.25,0.05,5,10,16496
20272,Soft-Madame-22 Inches-Black,Rexi-straight-hair-24 Inches-Black,1.5,4081.25,0.04,4,6,16496
20272,Midnight-Muse-22 Inches-Black,Rexi-straight-hair-24 Inches-Black,1.25,4081.25,0.03,3,3.75,16496
20273,Soft-Madame-22 Inches-Natural-Color,Rexi-straight-hair-24 Inches-Natural-Color,1.5,4081.25,0.04,4,6,16496
20274,Urban-Wonder-12 Inches-Natural-Color,Rexi-straight-hair-18 Inches-Natural-Color,1,4081.25,0.02,2,2,16496
20275,Midnight-Muse-22 Inches-Black,Rexi-straight-hair-24 Inches-Black,1.25,4081.25,0.03,3,3.75,16496
20277,Midnight-Muse-22 Inches-Black,Rexi-straight-hair-24 Inches-Black,1.25,4081.25,0.03,3,3.75,16496
20277,Pop-Princess-22 Inches-Honey-Blonde,Rexi-straight-hair-24 Inches-Honey-Blonde,1.5,4081.25,0.04,4,6,16496
20278,Mother-12 Inches-Black,Rexi-straight-hair-18 Inches-Black,1.75,4081.25,0.04,4,7,16496
20278,Cherry-Locks-18 Inches-Black,Rexi-straight-hair-20 Inches-Black,1.75,4081.25,0.04,4,7,16496
20279,City-Charmer-24 Inches-Black,Rexi-straight-hair-26 Inches-Black,2,4081.25,0.05,5,10,16496
20279,Cosmo-Chic-20 Inches-Natural-Color,Rexi-straight-hair-24 Inches-Natural-Color,1.5,4081.25,0.04,4,6,16496
20280,Midnight-Muse-22 Inches-Natural-Color,Rexi-straight-hair-24 Inches-Natural-Color,1.25,4081.25,0.03,3,3.75,16496
20281,Midnight-Muse-22 Inches-Natural-Color,Rexi-straight-hair-24 Inches-Natural-Color,1.25,4081.25,0.03,3,3.75,16496
20281,Soft-Madame-22 Inches-Natural-Color,Rexi-straight-hair-24 Inches-Natural-Color,1.5,4081.25,0.04,4,6,16496
20282,Pop-Princess-22 Inches-Honey-Blonde,Rexi-straight-hair-24 Inches-Honey-Blonde,1.5,4081.25,0.04,4,6,16496
20283,Dreamy-Halo-22 Inches-Natural-Color-Highlights-Honey-Blonde,Rexi-straight-hair-24 Inches-Natural-Color,1.5,4081.25,0.04,4,6,16496
20284,Soft-Girl-10 Inches-Black,Rexi-straight-hair-18 Inches-Black,1.5,4081.25,0.04,4,6,16496
20284,Spicy-Icon-12 Inches-Black-Highlights-Burgundy,Rexi-straight-hair-18 Inches-Black,2,4081.25,0.05,5,10,16496
20285,Sleek-Charmer-18 Inches-Black,Rexi-straight-hair-18 Inches-Black,1,4081.25,0.02,2,2,16496
20286,Pop-Princess-22 Inches-Honey-Blonde,Rexi-straight-hair-24 Inches-Honey-Blonde,1.5,4081.25,0.04,4,6,16496
20287,Midnight-Muse-22 Inches-Black,Rexi-straight-hair-24 Inches-Black,1.25,4081.25,0.03,3,3.75,16496
20288,Dream-Girl-24 Inches-Natural-Color,Rexi-straight-hair-26 Inches-Natural-Color,2,4081.25,0.05,5,10,16496
20288,Urban-Wonder-12 Inches-Natural-Color,Rexi-straight-hair-18 Inches-Natural-Color,1,4081.25,0.02,2,2,16496
20289,Mother-12 Inches-Chocolate,Rexi-straight-hair-18 Inches-Chocolate,1.75,4081.25,0.04,4,7,16496
20290,Classic-Cougar-10 Inches-Black,Rexi-straight-hair-18 Inches-Black,1.75,4081.25,0.04,4,7,16496
20291,Soft-Madame-22 Inches-Natural-Color,Rexi-straight-hair-24 Inches-Natural-Color,1.5,4081.25,0.04,4,6,16496
20292,Sweet-Siren-22 Inches-Black,Rexi-straight-hair-24 Inches-Black,1.5,4081.25,0.04,4,6,16496
20293,Fine-Fox-12 Inches-Honey-Blonde,Rexi-straight-hair-18 Inches-Honey-Blonde,1.5,4081.25,0.04,4,6,16496
20294,Sleek-Charmer-24 Inches-Black,Rexi-straight-hair-24 Inches-Black,1,4081.25,0.02,2,2,16496
20294,Dreamy-Halo-22 Inches-Natural-Color-Highlights-Honey-Blonde,Rexi-straight-hair-24 Inches-Natural-Color,1.5,4081.25,0.04,4,6,16496
20294,Spicy-Icon-12 Inches-Black-Highlights-Burgundy,Rexi-straight-hair-18 Inches-Black,2,4081.25,0.05,5,10,16496
20294,Sweet-Siren-22 Inches-Black,Rexi-straight-hair-24 Inches-Black,1.5,4081.25,0.04,4,6,16496
20295,Midnight-Muse-22 Inches-Natural-Color,Rexi-straight-hair-24 Inches-Natural-Color,1.25,4081.25,0.03,3,3.75,16496
20295,Sleek-Charmer-24 Inches-Natural-Color,Rexi-straight-hair-24 Inches-Natural-Color,1,4081.25,0.02,2,2,16496
20296,Midnight-Muse-22 Inches-Black,Rexi-straight-hair-24 Inches-Black,1.25,4081.25,0.03,3,3.75,16496
20297,Sleek-Charmer-18 Inches-Black,Rexi-straight-hair-18 Inches-Black,1,4081.25,0.02,2,2,16496
20297,Urban-Wonder-12 Inches-Black,Rexi-straight-hair-18 Inches-Black,1,4081.25,0.02,2,2,16496
20298,Urban-Wonder-12 Inches-Black,Rexi-straight-hair-18 Inches-Black,1,4081.25,0.02,2,2,16496
20298,Dreamy-Halo-22 Inches-Black-Highlights-Burgundy,Rexi-straight-hair-24 Inches-Black,1.5,4081.25,0.04,4,6,16496
20299,Sleek-Charmer-24 Inches-Black,Rexi-straight-hair-24 Inches-Black,1,4081.25,0.02,2,2,16496
20300,Cosmo-Chic-20 Inches-Black,Rexi-straight-hair-24 Inches-Black,1.5,4081.25,0.04,4,6,16496
20301,Sweet-Siren-22 Inches-Black,Rexi-straight-hair-24 Inches-Black,1.5,4081.25,0.04,4,6,16496
20302,Cherry-Locks-18 Inches-Natural-Color,Rexi-straight-hair-20 Inches-Natural-Color,1.75,4081.25,0.04,4,7,16496
20303,Sweet-Siren-22 Inches-Dark-Cherry,Rexi-straight-hair-24 Inches-Dark-Cherry,1.5,4081.25,0.04,4,6,16496
20303,Cosmo-Chic-20 Inches-Black,Rexi-straight-hair-24 Inches-Black,1.5,4081.25,0.04,4,6,16496
20304,Soft-Girl-12 Inches-Black,Rexi-straight-hair-18 Inches-Black,1.5,4081.25,0.04,4,6,16496
20305,Cosmo-Chic-20 Inches-Natural-Color,Rexi-straight-hair-24 Inches-Natural-Color,1.5,4081.25,0.04,4,6,16496
20306,Soft-Girl-12 Inches-Honey-Blonde,Rexi-straight-hair-18 Inches-Honey-Blonde,1.5,4081.25,0.04,4,6,16496
20307,Cherry-Locks-18 Inches-Natural-Color,Rexi-straight-hair-20 Inches-Natural-Color,1.75,4081.25,0.04,4,7,16496
20308,Soft-Madame-22 Inches-Natural-Color,Rexi-straight-hair-24 Inches-Natural-Color,1.5,4081.25,0.04,4,6,16496
20309,Soft-Madame-22 Inches-Black,Rexi-straight-hair-24 Inches-Black,1.5,4081.25,0.04,4,6,16496
20310,Midnight-Muse-22 Inches-Natural-Color,Rexi-straight-hair-24 Inches-Natural-Color,1.25,4081.25,0.03,3,3.75,16496
20311,Dreamy-Halo-22 Inches-Black-Highlights-Burgundy,Rexi-straight-hair-24 Inches-Black,1.5,4081.25,0.04,4,6,16496
20312,Mother-12 Inches-Black,Rexi-straight-hair-18 Inches-Black,1.75,4081.25,0.04,4,7,16496
20313,Spicy-Icon-12 Inches-Black-Highlights-Burgundy,Rexi-straight-hair-18 Inches-Black,2,4081.25,0.05,5,10,16496
20313,Pop-Princess-22 Inches-Burgundy,Rexi-straight-hair-24 Inches-Burgundy,1.5,4081.25,0.04,4,6,16496
20316,Dreamy-Halo-22 Inches-Natural-Color-Highlights-Honey-Blonde,Rexi-straight-hair-24 Inches-Natural-Color,1.5,4081.25,0.04,4,6,16496
20316,Sleek-Charmer-18 Inches-Black,Rexi-straight-hair-18 Inches-Black,1,4081.25,0.02,2,2,16496
20317,Urban-Wonder-12 Inches-Natural-Color,Rexi-straight-hair-18 Inches-Natural-Color,1,4081.25,0.02,2,2,16496
20318,Cosmo-Chic-20 Inches-Black,Rexi-straight-hair-24 Inches-Black,1.5,4081.25,0.04,4,6,16496
20321,Urban-Wonder-12 Inches-Black,Rexi-straight-hair-18 Inches-Black,1,4081.25,0.02,2,2,16496
20322,Cosmo-Chic-20 Inches-Black,Rexi-straight-hair-24 Inches-Black,1.5,4081.25,0.04,4,6,16496
20322,Midnight-Muse-22 Inches-Black,Rexi-straight-hair-24 Inches-Black,1.25,4081.25,0.03,3,3.75,16496
20323,Cosmo-Chic-20 Inches-Natural-Color,Rexi-straight-hair-24 Inches-Natural-Color,1.5,4081.25,0.04,4,6,16496
20324,Pop-Princess-22 Inches-Black,Rexi-straight-hair-24 Inches-Black,1.5,4081.25,0.04,4,6,16496
20325,Soft-Madame-22 Inches-Black,Rexi-straight-hair-24 Inches-Black,1.5,4081.25,0.04,4,6,16496
20326,Classic-Cougar-10 Inches-Honey-Blonde,Rexi-straight-hair-18 Inches-Honey-Blonde,1.75,4081.25,0.04,4,7,16496
20326,Cherry-Locks-18 Inches-Black,Rexi-straight-hair-20 Inches-Black,1.75,4081.25,0.04,4,7,16496
20327,Cosmo-Chic-20 Inches-Black,Rexi-straight-hair-24 Inches-Black,1.5,4081.25,0.04,4,6,16496
20328,Cosmo-Chic-20 Inches-Black,Rexi-straight-hair-24 Inches-Black,1.5,4081.25,0.04,4,6,16496
20329,Soft-Girl-10 Inches-Black,Rexi-straight-hair-18 Inches-Black,1.5,4081.25,0.04,4,6,16496
20330,Midnight-Muse-22 Inches-Black,Rexi-straight-hair-24 Inches-Black,1.25,4081.25,0.03,3,3.75,16496
20331,Soft-Girl-10 Inches-Black,Rexi-straight-hair-18 Inches-Black,1.5,4081.25,0.04,4,6,16496
20332,Ripple-Flex-24 Inches-Natural-Color,Rexi-straight-hair-26 Inches-Natural-Color,2,4081.25,0.05,5,10,16496
20333,Soft-Girl-10 Inches-Black,Rexi-straight-hair-18 Inches-Black,1.5,4081.25,0.04,4,6,16496
20334,Sleek-Charmer-18 Inches-Natural-Color,Rexi-straight-hair-18 Inches-Natural-Color,1,4081.25,0.02,2,2,16496
20335,Soft-Girl-12 Inches-Black,Rexi-straight-hair-18 Inches-Black,1.5,4081.25,0.04,4,6,16496
20336,Sweet-Siren-22 Inches-Black,Rexi-straight-hair-24 Inches-Black,1.5,4081.25,0.04,4,6,16496
20336,Cherry-Locks-18 Inches-Black,Rexi-straight-hair-20 Inches-Black,1.75,4081.25,0.04,4,7,16496
20337,Cosmo-Chic-20 Inches-Black,Rexi-straight-hair-24 Inches-Black,1.5,4081.25,0.04,4,6,16496
20338,Cosmo-Chic-20 Inches-Natural-Color,Rexi-straight-hair-24 Inches-Natural-Color,1.5,4081.25,0.04,4,6,16496
20339,Spicy-Icon-12 Inches-Natural-Color-Highlights-Honey-Blonde,Rexi-straight-hair-18 Inches-Natural-Color,2,4081.25,0.05,5,10,16496
20339,Sleek-Charmer-18 Inches-Natural-Color,Rexi-straight-hair-18 Inches-Natural-Color,1,4081.25,0.02,2,2,16496
20340,Sleek-Charmer-18 Inches-Honey-Blonde,Rexi-straight-hair-18 Inches-Honey-Blonde,1,4081.25,0.02,2,2,16496
20341,Cosmo-Chic-20 Inches-Black,Rexi-straight-hair-24 Inches-Black,1.5,4081.25,0.04,4,6,16496
20342,Cosmo-Chic-20 Inches-Natural-Color,Rexi-straight-hair-24 Inches-Natural-Color,1.5,4081.25,0.04,4,6,16496
20342,Dreamy-Halo-22 Inches-Natural-Color-Highlights-Honey-Blonde,Rexi-straight-hair-24 Inches-Natural-Color,1.5,4081.25,0.04,4,6,16496
20343,Sweet-Siren-22 Inches-Black,Rexi-straight-hair-24 Inches-Black,1.5,4081.25,0.04,4,6,16496
20344,Midnight-Muse-22 Inches-Black,Rexi-straight-hair-24 Inches-Black,1.25,4081.25,0.03,3,3.75,16496
20345,Soft-Madame-22 Inches-Black,Rexi-straight-hair-24 Inches-Black,1.5,4081.25,0.04,4,6,16496
20346,Sweet-Siren-22 Inches-Natural-Color,Rexi-straight-hair-24 Inches-Natural-Color,1.5,4081.25,0.04,4,6,16496
20347,Midnight-Muse-22 Inches-Black,Rexi-straight-hair-24 Inches-Black,1.25,4081.25,0.03,3,3.75,16496
20347,Soft-Madame-22 Inches-Black,Rexi-straight-hair-24 Inches-Black,1.5,4081.25,0.04,4,6,16496
20348,Soft-Girl-10 Inches-Honey-Blonde,Rexi-straight-hair-18 Inches-Honey-Blonde,1.5,4081.25,0.04,4,6,16496
20349,Midnight-Muse-22 Inches-Black,Rexi-straight-hair-24 Inches-Black,1.25,4081.25,0.03,3,3.75,16496
20349,Dreamy-Halo-22 Inches-Natural-Color-Highlights-Honey-Blonde,Rexi-straight-hair-24 Inches-Natural-Color,1.5,4081.25,0.04,4,6,16496
20350,Mother-12 Inches-Black,Rexi-straight-hair-18 Inches-Black,1.75,4081.25,0.04,4,7,16496
20350,Midnight-Muse-22 Inches-Black,Rexi-straight-hair-24 Inches-Black,1.25,4081.25,0.03,3,3.75,16496
20351,Dreamy-Halo-22 Inches-Black-Highlights-Burgundy,Rexi-straight-hair-24 Inches-Black,1.5,4081.25,0.04,4,6,16496
20351,Dreamy-Halo-22 Inches-Natural-Color-Highlights-Honey-Blonde,Rexi-straight-hair-24 Inches-Natural-Color,1.5,4081.25,0.04,4,6,16496
20351,Spiral-Sweetheart-8 Inches-Black,Rexi-straight-hair-20 Inches-Black,1.5,4081.25,0.04,4,6,16496
20352,Cherry-Locks-18 Inches-Black,Rexi-straight-hair-20 Inches-Black,1.75,4081.25,0.04,4,7,16496
20353,Urban-Wonder-12 Inches-Black,Rexi-straight-hair-18 Inches-Black,1,4081.25,0.02,2,2,16496
20354,Midnight-Muse-22 Inches-Black,Rexi-straight-hair-24 Inches-Black,1.25,4081.25,0.03,3,3.75,16496
20355,Soft-Girl-12 Inches-Natural-Color,Rexi-straight-hair-18 Inches-Natural-Color,1.5,4081.25,0.04,4,6,16496
20355,Sleek-Charmer-18 Inches-Natural-Color,Rexi-straight-hair-18 Inches-Natural-Color,1,4081.25,0.02,2,2,16496
20355,Urban-Wonder-12 Inches-Natural-Color,Rexi-straight-hair-18 Inches-Natural-Color,1,4081.25,0.02,2,2,16496
20356,Spicy-Icon-12 Inches-Natural-Color-Highlights-Honey-Blonde,Rexi-straight-hair-18 Inches-Natural-Color,2,4081.25,0.05,5,10,16496
20356,Soft-Madame-22 Inches-Natural-Color,Rexi-straight-hair-24 Inches-Natural-Color,1.5,4081.25,0.04,4,6,16496
20357,Urban-Wonder-12 Inches-Black,Rexi-straight-hair-18 Inches-Black,1,4081.25,0.02,2,2,16496
20358,Midnight-Muse-22 Inches-Black,Rexi-straight-hair-24 Inches-Black,1.25,4081.25,0.03,3,3.75,16496
20359,Dreamy-Halo-22 Inches-Natural-Color-Highlights-Honey-Blonde,Rexi-straight-hair-24 Inches-Natural-Color,1.5,4081.25,0.04,4,6,16496
20360,Midnight-Muse-22 Inches-Dark-Cherry,Rexi-straight-hair-24 Inches-Dark-Cherry,1.25,4081.25,0.03,3,3.75,16496
20361,Dreamy-Halo-22 Inches-Natural-Color-Highlights-Honey-Blonde,Rexi-straight-hair-24 Inches-Natural-Color,1.5,4081.25,0.04,4,6,16496
20362,Spicy-Icon-12 Inches-Natural-Color-Highlights-Honey-Blonde,Rexi-straight-hair-18 Inches-Natural-Color,2,4081.25,0.05,5,10,16496
20363,Cosmo-Chic-20 Inches-Black,Rexi-straight-hair-24 Inches-Black,1.5,4081.25,0.04,4,6,16496
20364,Soft-Madame-22 Inches-Black,Rexi-straight-hair-24 Inches-Black,1.5,4081.25,0.04,4,6,16496
20365,Midnight-Muse-22 Inches-Dark-Cherry,Rexi-straight-hair-24 Inches-Dark-Cherry,1.25,4081.25,0.03,3,3.75,16496
20367,Soft-Madame-22 Inches-Burgundy,Rexi-straight-hair-24 Inches-Burgundy,1.5,4081.25,0.04,4,6,16496
20368,Midnight-Muse-22 Inches-Black,Rexi-straight-hair-24 Inches-Black,1.25,4081.25,0.03,3,3.75,16496
20369,Spicy-Icon-12 Inches-Natural-Color-Highlights-Honey-Blonde,Rexi-straight-hair-18 Inches-Natural-Color,2,4081.25,0.05,5,10,16496
20370,Sweet-Siren-22 Inches-Black,Rexi-straight-hair-24 Inches-Black,1.5,4081.25,0.04,4,6,16496
20370,Pop-Princess-22 Inches-Honey-Blonde,Rexi-straight-hair-24 Inches-Honey-Blonde,1.5,4081.25,0.04,4,6,16496
20371,Cosmo-Chic-20 Inches-Black,Rexi-straight-hair-24 Inches-Black,1.5,4081.25,0.04,4,6,16496
20372,Ripple-Flex-24 Inches-Black,Rexi-straight-hair-26 Inches-Black,2,4081.25,0.05,5,10,16496
20373,Dreamy-Halo-22 Inches-Natural-Color-Highlights-Honey-Blonde,Rexi-straight-hair-24 Inches-Natural-Color,1.5,4081.25,0.04,4,6,16496
20375,Cosmo-Chic-20 Inches-Black,Rexi-straight-hair-24 Inches-Black,1.5,4081.25,0.04,4,6,16496
20376,Cosmo-Chic-20 Inches-Honey-Blonde,Rexi-straight-hair-24 Inches-Honey-Blonde,1.5,4081.25,0.04,4,6,16496
20377,Cosmo-Chic-20 Inches-Black,Rexi-straight-hair-24 Inches-Black,1.5,4081.25,0.04,4,6,16496
20378,Cosmo-Chic-20 Inches-Black,Rexi-straight-hair-24 Inches-Black,1.5,4081.25,0.04,4,6,16496
20380,Urban-Wonder-12 Inches-Black,Rexi-straight-hair-18 Inches-Black,1,4081.25,0.02,2,2,16496
20380,Cosmo-Chic-20 Inches-Black,Rexi-straight-hair-24 Inches-Black,1.5,4081.25,0.04,4,6,16496
20381,Urban-Wonder-12 Inches-Natural-Color,Rexi-straight-hair-18 Inches-Natural-Color,1,4081.25,0.02,2,2,16496
20383,Sweet-Siren-22 Inches-Black,Rexi-straight-hair-24 Inches-Black,1.5,4081.25,0.04,4,6,16496
20384,Urban-Wonder-12 Inches-Black,Rexi-straight-hair-18 Inches-Black,1,4081.25,0.02,2,2,16496
20385,Soft-Madame-22 Inches-Natural-Color,Rexi-straight-hair-24 Inches-Natural-Color,1.5,4081.25,0.04,4,6,16496
20387,Sleek-Charmer-18 Inches-Black,Rexi-straight-hair-18 Inches-Black,1,4081.25,0.02,2,2,16496
20388,Cosmo-Chic-20 Inches-Black,Rexi-straight-hair-24 Inches-Black,1.5,4081.25,0.04,4,6,16496
20389,Urban-Wonder-12 Inches-Black,Rexi-straight-hair-18 Inches-Black,1,4081.25,0.02,2,2,16496
20390,Soft-Madame-22 Inches-Black,Rexi-straight-hair-24 Inches-Black,1.5,4081.25,0.04,4,6,16496
20391,Spicy-Icon-12 Inches-Natural-Color-Highlights-Honey-Blonde,Rexi-straight-hair-18 Inches-Natural-Color,2,4081.25,0.05,5,10,16496
20392,Sweet-Siren-22 Inches-Dark-Cherry,Rexi-straight-hair-24 Inches-Dark-Cherry,1.5,4081.25,0.04,4,6,16496
20393,Soft-Girl-10 Inches-Black,Rexi-straight-hair-18 Inches-Black,1.5,4081.25,0.04,4,6,16496
20393,Soft-Girl-12 Inches-Chocolate,Rexi-straight-hair-24 Inches-Chocolate,1.5,4081.25,0.04,4,6,16496
20394,Cosmo-Chic-20 Inches-Black,Rexi-straight-hair-24 Inches-Black,1.5,4081.25,0.04,4,6,16496
20395,Soft-Madame-22 Inches-Black,Rexi-straight-hair-24 Inches-Black,1.5,4081.25,0.04,4,6,16496
20397,Soft-Girl-12 Inches-Black,Rexi-straight-hair-18 Inches-Black,1.5,4081.25,0.04,4,6,16496
20398,Cosmo-Chic-20 Inches-Black,Rexi-straight-hair-24 Inches-Black,1.5,4081.25,0.04,4,6,16496
20398,Cherry-Locks-18 Inches-Black,Rexi-straight-hair-20 Inches-Black,1.75,4081.25,0.04,4,7,16496
20399,Urban-Wonder-12 Inches-Black,Rexi-straight-hair-18 Inches-Black,1,4081.25,0.02,2,2,16496
20400,Spicy-Icon-12 Inches-Natural-Color-Highlights-Honey-Blonde,Rexi-straight-hair-18 Inches-Natural-Color,2,4081.25,0.05,5,10,16496
20401,Dreamy-Halo-22 Inches-Black-Highlights-Burgundy,Rexi-straight-hair-24 Inches-Black,1.5,4081.25,0.04,4,6,16496
20402,Urban-Wonder-12 Inches-Black,Rexi-straight-hair-18 Inches-Black,1,4081.25,0.02,2,2,16496
20402,Midnight-Muse-22 Inches-Natural-Color,Rexi-straight-hair-24 Inches-Natural-Color,1.25,4081.25,0.03,3,3.75,16496
20403,Sweet-Siren-22 Inches-Black,Rexi-straight-hair-24 Inches-Black,1.5,4081.25,0.04,4,6,16496
20405,Soft-Madame-22 Inches-Natural-Color,Rexi-straight-hair-24 Inches-Natural-Color,1.5,4081.25,0.04,4,6,16496
20406,Midnight-Muse-22 Inches-Black,Rexi-straight-hair-24 Inches-Black,1.25,4081.25,0.03,3,3.75,16496
20407,Cosmo-Chic-20 Inches-Black,Rexi-straight-hair-24 Inches-Black,1.5,4081.25,0.04,4,6,16496
20409,Midnight-Muse-22 Inches-Black,Rexi-straight-hair-24 Inches-Black,1.25,4081.25,0.03,3,3.75,16496
20409,Soft-Madame-22 Inches-Black,Rexi-straight-hair-24 Inches-Black,1.5,4081.25,0.04,4,6,16496
20410,Urban-Wonder-12 Inches-Black,Rexi-straight-hair-18 Inches-Black,1,4081.25,0.02,2,2,16496
20411,Soft-Girl-12 Inches-Black,Rexi-straight-hair-18 Inches-Black,1.5,4081.25,0.04,4,6,16496
20412,Spicy-Icon-12 Inches-Natural-Color-Highlights-Honey-Blonde,Rexi-straight-hair-18 Inches-Natural-Color,2,4081.25,0.05,5,10,16496
20413,Spicy-Icon-12 Inches-Black-Highlights-Burgundy,Rexi-straight-hair-18 Inches-Black,2,4081.25,0.05,5,10,16496
20414,Soft-Madame-22 Inches-Black,Rexi-straight-hair-24 Inches-Black,1.5,4081.25,0.04,4,6,16496
20415,City-Charmer-24 Inches-Black,Rexi-straight-hair-26 Inches-Black,2,4081.25,0.05,5,10,16496
20416,Cosmo-Chic-20 Inches-Natural-Color,Rexi-straight-hair-24 Inches-Natural-Color,1.5,4081.25,0.04,4,6,16496
20417,Ripple-Flex-24 Inches-Black,Rexi-straight-hair-26 Inches-Black,2,4081.25,0.05,5,10,16496
20418,Urban-Wonder-12 Inches-Natural-Color,Rexi-straight-hair-18 Inches-Natural-Color,1,4081.25,0.02,2,2,16496
20419,Midnight-Muse-22 Inches-Natural-Color,Rexi-straight-hair-24 Inches-Natural-Color,1.25,4081.25,0.03,3,3.75,16496
20419,Sleek-Charmer-18 Inches-Black,Rexi-straight-hair-18 Inches-Black,1,4081.25,0.02,2,2,16496
20421,Urban-Wonder-12 Inches-Natural-Color,Rexi-straight-hair-18 Inches-Natural-Color,1,4081.25,0.02,2,2,16496
20422,Urban-Wonder-12 Inches-Natural-Color,Rexi-straight-hair-18 Inches-Natural-Color,1,4081.25,0.02,2,2,16496
20422,Soft-Girl-12 Inches-Natural-Color,Rexi-straight-hair-18 Inches-Natural-Color,1.5,4081.25,0.04,4,6,16496
20423,Fine-Fox-12 Inches-Black,Rexi-straight-hair-18 Inches-Black,1.5,4081.25,0.04,4,6,16496
20424,Midnight-Muse-22 Inches-Dark-Cherry,Rexi-straight-hair-24 Inches-Dark-Cherry,1.25,4081.25,0.03,3,3.75,16496
20425,City-Charmer-24 Inches-Black,Rexi-straight-hair-26 Inches-Black,2,4081.25,0.05,5,10,16496
